メルセデス・ベンツ日本は、メルセデスAMG「GT 4ドアクーペ」の2022年モデルを発表。	製品化・サービス化
創業初期から、NIMASOは、スマートフォンに関連するアクセサリーの開発販売に力を入れ、ブラントを発展させました。	製品化・サービス化
キリンビバレッジ株式会社は、「トロピカーナ」の、季節のおいしさを楽しみながら栄養補給もできる100%果実飲料"の「ヘルシーフルーツ」シリーズの第3弾として、「トロピカーナ ライチ&グレープフルーツテイスト」を、4月5日より全国で季節限定にて新発売します。	製品化・サービス化
パナソニック株式会社は、2016年10月5日より、放送中の番組や録画した番組を、ビエラやディーガからスマートフォンやタブレットに転送し、外出先や家の好きな部屋で視聴できるリモート視聴用アプリ「Panasonic Media Access」をより便利により使いやすく、バージョンアップしました。	製品化・サービス化
AmPmが、ダンストラック「Tokyo」をリミックスした「Tokyo、」の配信を開始した。	製品化・サービス化
グローバル刃物メーカーの貝印株式会社は、「ねこ」をテーマとしたビューティーツールシリーズ「Nyarming」の新商品「ねこのシャンプーグローブ」「ねこの洗顔ブラシ」を、2022年3月8日より、貝印公式オンラインストアをはじめ、全国のドラッグストア、ホームセンター、大手量販店などにて発売いたします。	製品化・サービス化
株式会社日立製作所と株式会社ソラコムは、このたび、両社における協業を加速し、IoTの活用により業務の効率化や価値創出などに取り組むさまざまな企業向けに、IoTサービスを強化します。	製品化・サービス化
パナソニック四国エレクトロニクス株式会社、パナソニック補聴器株式会社は、"聞きたい音をよりくっきり、よりはっきり"と題し、入力音を128バンドの周波数帯域に分割し独立して処理することのできる高性能DSPを搭載したデジタル補聴器「ONWAモデルEJシリーズ」5形状、全8機種を2007年8月20日より発売いたします。	製品化・サービス化
有限会社トラッドは、通常のバックパックに、「浮き」に変身する新しい機能を付け加えたバックパックを発表します。	製品化・サービス化
オンラインショップ「KALE FARM」から、無農薬・無化学肥料で育てたケールのコールドプレスジュースと、イギリス発のオーガニックオーツミルクを組み合わせた新作ケールジュース「ケールオーツミルク」が、1月21日より発売中だ。	製品化・サービス化
NECネッツエスアイと住友理工、バイタルセンサーを活用したホテルサービスの実証実験を開始:時事ドットコム、~睡眠状態の可視化により快適な宿泊環境と良質な眠りを実現~NECネッツエスアイと住友理工は、ルームマネジメントシステムとバイタルセンサー「モニライフ」を組み合わせたホテル向けサービスの実証実験を本日よりホテル コレクティブにて開始します。	製研究・開発
サイバーステップ株式会社は、2,000万ダウンロードを突破したクレーンゲームアプリ「トレバ」にて、2022年1月26日15:00より、「ぶぃっこ」シリーズ第二弾として、「星めぐり学園」所属のVTuber「帝」の限定プライズ、10回連続TPプレイで必ず獲得できる「ぶぃっこ、~帝~ VTuberアクリルスタンドシリーズ、Vol.2」が登場することを発表しました。	
ユニットコムは2月10日、iiyama PC LEVELブランドから、「リネージュW」推奨パソコンの販売を開始した。	製品化・サービス化
タイヤ業界が自動車タイヤのサステナブル化に向けて動き出した。	
NPO法人ラ・レーチェ・リーグ日本は、母乳が楽になる、軌道に乗せやすくなる情報をシンプル&コンパクトに提供する「母乳育児かんたんスタートガイド」を2022年2月16日より発売開始しました。	製品化・サービス化
企業は近年、主にSNSで影響力を持つインフルエンサーに、ブランドやサービスを紹介してもらうマーケティング手法「インフルエンサーマーケティング」を実施している。	製品化・サービス化
新潟市は、自動車道の一部を歩行空間にしてテーブルやベンチを置きにぎわい空間を創出する社会実験を今秋に行う。	製研究・開発
トヨタは東京オートサロン2022で「GRMNヤリス」を発表。	製品化・サービス化
ミニストップは、人気の「やみつキッチン」シリーズから登場する菓子パンの新商品「やみつきになる!、チョコクリームパン」を、2022年1月11日より国内のミニストップ店舗にて発売します。	製品化・サービス化
サードウェーブは、ハイエンドビデオカード「NVIDIA GeForce RTX 3080 12GB」を搭載したゲーミングPC「GALLERIA」2機種の販売を2月10日より開始している。	製品化・サービス化
ミノン初の日焼け止め「ミノンUVマイルドミルク」が、2022年2月25日より発売される。	製品化・サービス化
IHI運搬機械は12月28日、機械式駐車装置において、省電力で、全ての電気自動車への充電を可能とする新システムを開発したと発表した。	製研究・開発
Y&Y STOREは、本日2022年2月24日よりコスパ抜群のレーザー彫刻機「Runmecy D4」を、GREEN FUNDINGにて販売を開始しました。	製品化・サービス化
詳しくはこちら発表日:2022年02月03日ロボットのビル内移動を支援、オフィスの利便性向上とビル管理の省人化・省力化を実現「アーバンネット名古屋ネクスタビル」で「ロボット移動支援サービス」を提供三菱電機株式会社は、1月31日に竣工した「アーバンネット名古屋ネクスタビル」に、サービスロボットと連携するエレベーターと入退室管理システムを納入し、ロボットのビル内自律移動を支援する「ロボット移動支援サービス」を提供します。	製品化・サービス化
イオン・シグナ・スポーツ・ユナイテッド株式会社は、スポーツバイクEC専門ショップ「Probikeshop」において、株式会社自転車創業が展開する日本最大級の自転車メディア「FRAME」とコンテンツ面で連携を強化し、EC領域の協業に加え、動画の共同コンテンツ制作を展開していきます。	製品化・サービス化
合同会社フロッグワークスは、全国の視覚に障害をお持ちの方に向けたサービス「視覚障害者向けパソコン・スマホITサポートと視覚障害者専用パソコン・支援機器の販売」を行う事業「ブラインドITヘルパー」を、令和3年12月1日から開始いたしました。	製品化・サービス化
JR西日本は16日、岡山と山陰地方を結ぶ特急「やくも」用に、新型車両「273系」を新開発すると発表した。	製研究・開発
全国でウェディングプロデュースを手がける婚礼大手の株式会社テイクアンドギヴ・ニーズは、全国の店舗にて、オンラインウェディングサービス「ENISHI」の提供を2022年4月より開始いたします。	製品化・サービス化
株式会社リアライズは、3月2日~3月5日までの期間中、アニメ・漫画専門ECサイトであるAnimoで「名探偵コナン アクリルフィギュア、PALE TONE series flower ver.」の予約販売を開始いたします!	製品化・サービス化
楽しみながらプログラミングを学習できる教材の開発競争が活発になっている。	
田中電子工業では、中国における生産子会社の田中電子有限公司で、2001年より各種ボンディングワイヤの製造と、中国における技術サービス業務の提供を行ってきた。	製品化・サービス化
日産自動車は12日、電気自動車の充放電を自律制御するシステムを活用したエネルギーマネジメントの実証実験を13日から福島県浪江町で開始すると発表した。	製研究・開発
ヤマハ発動機は2022年3月11日、バッテリー着脱式の電動スクーター「NEO'S」を欧州で3月に発売すると発表しました。	製品化・サービス化
一方、パリなど海外ではシェアサイクルなどとともに「電動キックボード」のシェアリングサービスが普及しています。	製品化・サービス化
ボーイングは全面刷新した次世代航空機の立案を開始した。	その他
プラント大手の日揮や全日空、日本航空、日清食品など16社は温室効果ガスの排出量が少ない次世代航空燃料=SAFの国内での商用化と普及を目指す団体を立ち上げました。	製品化・サービス化
みちのりグループは、昨年、日本初のバス車内におけるVisaタッチ決済を導入しました。	製品化・サービス化
米LEMOREは、「MOFT」ブランドの新商品として、「MOFT Snap、ノートパソコン用スマホホルダー」を発売した。	製品化・サービス化
茨城県央地域で地域密着型の介護事業「介護グループ野ばら」を展開する株式会社マネジメントセンターは、水戸地区で唯一となる夜型デイサービス「デイサービス野ばら、しもいち館」を開業しました。	製品化・サービス化
二子玉川、蔦屋家電1階にある次世代型ショールーム「蔦屋家電+」にて、2022年2月25日から世界から注目を集める日本発のAIペット型ロボット「Moflin」の展示がスタートする。	その他
リーガロイヤルホテル広島は、1月4日から4月28日まで、春の訪れを告げるイチゴを使ったテイクアウトスイーツ「イチゴとルバーブのベイクドケーキ」を販売します。	製品化・サービス化
*、西日本鉄道株式会社は、いすゞ自動車株式会社、三菱商事株式会社、福岡国際空港株式会社と共同で、福岡空港内において大型自動運転バスを用いた自動運転の実証実験を2022年3月8日より実施いたします。	製研究・開発
TNL Media株式会社は、新しいニュースメディア「ザ・ニュースレンズ・ジャパン」の配信を本格始動しました。	製品化・サービス化
1985年にパソコン用OSのWindowsを開発。	製研究・開発
子会社が太陽光発電所の建設を開始。	製品化・サービス化
LINEは、LINEトークや通話で専門家やカウンセラーと相談できる同社のサービス「トークCARE」において、新機能「推しキャラトーク」の提供を開始した。	製品化・サービス化
キャンピングカーの製造や販売を行うALFLEXは2月18日、アドセットシリーズの頂点に立つハイエンドモデル「MASTERS LINE」が2月に誕生したと発表。	製品化・サービス化
富士通は2月21日、総務省および経済産業省のガイドラインに基づいてAIシステムの倫理上の影響を評価する方式を開発したことを発表した。	製研究・開発
池田糖化工業では、手軽に菌活できる素材として独自開発した乳酸菌含有素材「ミネラクト乳酸菌」を紹介している。	その他
コーエーテクモゲームスは、三国志の世界を舞台にした歴史アクション&シミュレーションゲーム「真・三國無双8 Empires」を2021年12月23日に発売した。	製品化・サービス化
東洋合成工業が各種半導体材料の増強を進めている。	製品化・サービス化
医療法人社団、やまびこ、本院、新横浜整形外科リウマチ科は、患者の診察およびリハビリテーション後の会計・処方箋発行待ちによる過密対策のため、SMBCグループ、株式会社プラスメディが開発・運営する患者向けスマホアプリ「MyHospital」を令和4年2月15日から導入しサービスを開始いたします。	製品化・サービス化
同社はきょう午前11時30分ごろ、米アンシスが開発・販売・サポートするマルチフィジックス解析ソフトウェア「Ansys」の最新バージョン「Ansys 2022 R1、日本語版」の販売及び技術サポートを開始すると発表した。	製品化・サービス化
勤次郎株式会社と株式会社スマートボックスは、オンライン診療システムと医療通訳サービスを連携し、医療業界への新サービス提供を開始いたします。	製品化・サービス化
佐賀共栄銀行は、店舗窓口でヤマト運輸の宅急便の受け付け業務を始めた。	その他
「ドクターマーチン」が、「ヨウジヤマモト」との新作コラボレーションアイテム「1490 Hidden Zip YY」を発売した。	製品化・サービス化
HyperXから、ワイヤレスゲーミングヘッドセット「HyperX Cloud Core Wireless」が発売された。	製品化・サービス化
アプライアンス・ウェルネス マーケティング本部は、水に包まれた微粒子イオン「ナノイー」を搭載し、加湿と「ナノイー」の相乗効果により、清潔でより高いうるおい効果を実現した加湿セラミックファンヒーター「DS-FKX1201」を9月1日より発売します。	製品化・サービス化
テックウインドは、PGAのトッププロもパター練習ツールとして採用しているパタートレーニングツールブランド「Wellputt」から世界最古のオープンゴルフ競技である「全英オープン」とコラボレーションしたスペシャルエディション「Wellputtマット4m、全英オープンモデル」とパターストロークの軌道を矯正するストロークテンプレート「Wellstroke」の2製品を発売した。	製品化・サービス化
バンダイ カード事業部は、週刊少年ジャンプで連載中の漫画「ONE PIECE」の連載25周年を記念し、本格トレーディングカードゲーム"ONE PIECEカードゲーム"を発売することを発表した。	製品化・サービス化
シャープは、社内のネットワークに侵入したマルウェアなどによる攻撃を遮断し、被害の拡大を抑制するセキュリティスイッチ<BP-X1PL01>を発売します。	製品化・サービス化
銀一は、同社が取り扱うRDE Microphones社のデュアルチャンネル対応ワイヤレスマイクシステムのシングルセット「Wireless GO II Single」と、VideoMic GO II用のウインドシールド「WS12」を2022年2月25日に発売する。	製品化・サービス化
国家資格を持ったキャリアコンサルタントによる無料のオンラインキャリア相談サービス「CHOICE!」を運営する株式会社Compassは、京都市より委託を受けた「就職氷河期世代活躍支援事業」において、日本で初めてAIを用いたアセスメントシステムを開発し、2022年3月1日より運用を開始いたします。	製品化・サービス化
富士フイルムビジネスイノベーションは3月1日、同社のドキュメントハンドリング・ソフトウェア「DocuWorks」を基に開発した新クラウドサービス「DocuWorks Cloud」の提供を発表した。	製品化・サービス化
日本RV協会は2月9日、今後もさらなる拡大が見込まれるキャンピングカー需要に応えるため、最大240回払いが可能な「JRVA特別オートローン」の提供を開始すると発表した。	製品化・サービス化
株式会社Listerは、営業リストを購入できるマーケットプレイス「Listers」にて、営業リストを無料で作成するキャンペーンを実施します。	製品化・サービス化
Googleがペン入力対応のタブレットの開発を水面下で進めているとの噂が、海外を中心に話題になっている。	
三菱電機は、第5世代移動通信システム基地局の間を接続する光ファイバー通信に向けた半導体レーザーを発売した、ニュースリリース、。	
株式会社ヤマダデンキは、TSUKUMOブランドで独自に展開するゲーミングPC「G-GEAR」において、最新の第12世代インテル、CoreプロセッサーとB660チップセット搭載マザーボードを採用したゲーミングPC5機種を1月21日より発売いたします。	製品化・サービス化
環境負荷の少ない効率的な使用済みプラスチックの再資源化技術開発を加速。	製研究・開発
いすゞ自動車株式会社、西日本鉄道株式会社、三菱商事株式会社は、いすゞ製大型バスでの自動運転の共同実証実験を実施することに合意した。	その他
3月1日に、植物性原料だけを使ったフライ製品「Vegesh、カレーフライ」を発売する。	製品化・サービス化
ARK社は容易に導入できる小型/分散型の閉鎖循環式陸上養殖システムを開発するベンチャーです。	
「ジルスチュアート ビューティ」は、2022年1月28日より、紅茶の香りのハンドクリーム5種とボディミルクを限定発売します。	製品化・サービス化
国内製薬会社23社に採用:製薬業界のデジタル化を推進するドキュサインの電子署名:時事ドットコム ドキュサイン・ジャパン株式会社は、国内の製薬企業23社がドキュサインの電子署名ソリューション「DocuSign eSignature」を導入し、業務プロセスのデジタル化を実現していることを発表しました。	製研究・開発
大建工業は、犬の歩行に配慮した"滑りにくさ"というペット視点の機能はもちろん、傷に強い、汚れにくい、変色しにくいといったユーザー視点の機能も併せ持つペット共生住宅用フローリング「ワンラブフロア」を、8月21日から全国発売いたします。	製品化・サービス化
ナショナルウェルネスマーケティング本部は、世界初1光センサー技術による「皮下脂肪スキャナー」2を搭載し、身体の「二の腕・お腹・太もも」それぞれの皮下脂肪の厚みをミリ単位で測定することや、体の重心位置などを測定できる「体組成バランス計」3機種を5月1日より発売します。	製品化・サービス化
アマゾン ウェブ サービスは2月17日、公共分野において課題解決に取り組むスタートアップを支援する新プログラム「AWS Startup Ramp」を日本で開始すると発表した。	製品化・サービス化
滋賀県甲賀市の信楽町民有志でつくる信楽まちなか芸術祭実行委員会は、同町内で信楽中の生徒が開発したマグカップを販売している。	製品化・サービス化
株式会社SUBARUは、富士通株式会社と共同で開発してきた、エンジン部品加工工程における研削加工の品質を高精度に判定するAIモデル、および、製造現場でのAIモデルの管理を支援する富士通の「FUJITSU Manufacturing Industry Solution COLMINA、現場品質AI、運用管理パッケージ」の本格稼働を、2022年1月末よりSUBARUの群馬製作所大泉工場にて開始しました。	製品化・サービス化
株式会社レモネード・レモニカは、オリジナルレシピのレモネード専門店「LEMONADE by Lemonica」を全国に約90店舗展開しています。	
酒菜と串揚げ、釜めしが自慢のレストラン「ごはん酒菜そのに」は、アジフライ専用「味和伊ソース」を開発し、オンラインショップで販売している。	製品化・サービス化
MBSIは、シェアリングやタクシー業、物流サービス等を行うMaaS事業者への二輪車両の貸与を通じて、アセットマネジメント事業を行う。	その他
ガーミンジャパンは1月27日、タッチスクリーン型GPSスマートウォッチ「Venu 2 Plus」の予約販売を始めた。	製品化・サービス化
LDBでは、「与信が難しいことが理由で、受けられる金融サービスが限定的になってしまっている」という中小企業の課題に対して、業界特有のデータやAIを活用した与信システムの開発に取り組み、2020年9月より一部を実用化、第一弾サービスとして建設業向けの金融サービスを提供開始しました。	製品化・サービス化
伊藤忠商事グループの株式会社Belongは、同社が提供する法人向け中古端末のレンタル・販売サービス「Belong One」にて、「Android Enterprise Device Reseller、認定取得」及び「Android Enterprise Essentials」の提供を記念し、法人のお客様により手軽かつセキュアな状態で、Android、端末をご導入頂けるよう、キャンペーンを開始いたします。	製品化・サービス化
「OptiNAND」技術を採用したWestern Digitalのデータセンター向け20TB HDD「Ultrastar DC HC560」が登場、オリオスペックが非SEDモデル「WUH722020ALE6L4」の販売を開始した。	製品化・サービス化
富山市は、市役所市民課などの窓口の混雑状況をスマートフォンやパソコンで確認できるサービスを始めた。	製品化・サービス化
キージェントは、ケーブルテレビやインターネットをエンドユーザーへ提供する通信業界、電気・ガス等のインフラ業界で、人材派遣やアウトソーシングを主体とするサービスを展開しています。	製品化・サービス化
*テクノストラクチャー ホームページパナソニックESテクノストラクチャー株式会社、ホームページパナソニック株式会社、エコソリューションズ社では、阪神・淡路大震災の起こった1995年に、従来の在来木造工法に鉄の強さを取り入れ独自開発した、木造耐震住宅工法「テクノストラクチャー」を発売。	製品化・サービス化
「Play fashion!」をミッションに掲げる株式会社アダストリアが展開するGLOBAL WORKは、仕事やプライベートでアクティブに自転車を活用する人々に向けたインブランド「Blintw」の2022年春夏アイテムを2月19日より順次発売いたします。	製品化・サービス化
Razerより、音と連動する振動機能を搭載したワイヤレスゲーミングヘッドセット「Kraken V3 Pro」が2022年3月18日に発売される。	製品化・サービス化
株式会社レモネード・レモニカは、オリジナルレシピのレモネード専門店「LEMONADE by Lemonica」を全国に約90店舗展開しています。	
株式会社SEMABIZは特許専門調査会社ネオテクノロジー「二酸化炭素CO2分離膜」の販売を2022年3月9日に開始いたしました。	製品化・サービス化
株式会社ネインは、スマートフォンと連携して様々なキャラクターボイスによる音声アシスタントと連携できるスマートイヤフォン「Zeeny Lights 2」と、「Fate/Grand Order -絶対魔獣戦線バビロニア-」の登場キャラクター「ギルガメッシュ」、「Fate/Grand Order -終局特異点、冠位時間神殿ソロモン-」の登場キャラクター「ロマニ・アーキマン」「レフ・ライノール/ゲーティア」とのコラボレーションモデルの予約販売を開始いたします。	製品化・サービス化
コンビニチェーン・ファミリーマートでは8日から、肉のうまみにこだわった、「肉弁当、四天王」が発売される。	製品化・サービス化
日本全国、海外で街のゴミ拾い活動を展開する認定NPO法人グリーンバードは、魔法のソファ「Yogibo」を運営する株式会社ウェブシャークが展開する、社会課題解決支援プロジェクト「TANZAQ」に参画し、アップサイクルプロジェクト「RePLAMO」と新ゴミ拾いグッズをリリース。	製品化・サービス化
エステーは、この環境下での快適な生活をサポートするとともに、環境に配慮した生活ができるよう商品開発を強化。	製研究・開発
デジタルメディアの広告運用チーム向けに異常検知とワークフロー改善技術を提供する「oolo」は、日本での事業を開始し、日本国内のメディア企業に収益モニタリングソリューションの提供を開始します。	製品化・サービス化
デジタルAVCマーケティング本部は、高級タイプの女性向け密閉型インサイドホン「Classy Jewel」RP-HJF7を10月15日より発売します。	製品化・サービス化
クリスピー・クリーム・ドーナツ・ジャパンは、ジェイアール名古屋タカシマヤ店限定「クリスピー・クリーム・プレミアム」の新商品として、「クリスピー・クリーム・プレミアム ローズ&フランボワーズ」を3月1日から期間限定で発売する。	製品化・サービス化
IIJは2月2日、モバイル、クラウド、MDCなど同社の各種サービスを組み合わせたエッジコンピューティング環境を体感できるショーケースの開設を発表した。	製品化・サービス化
釣り用品の「ダイワ」を運営するグローブライドのアパレルブランド「ディーベック」は、中嶋峻太が手掛けるメンズブランド「オールモストブラック」と協業したカプセルコレクションを1月27日に発売する。	製品化・サービス化
青森県八戸市の東北医療福祉事業協同組合と弘前大学地域戦略研究所が、2020年に閉館した旧「はちのへゆーゆらんど新八温泉」でトラフグの陸上養殖試験を行っていることが7日分かった。	
青森県今別町の有志が町の伝統芸能・荒馬のロゴをデザインした立体型の布マスクを製作した。	製品化・サービス化
県立球磨中央高校の生徒と山崎製パンが球磨地域特産の栗を使った「ランチパック」を共同開発しました。	製研究・開発
東京理科大学の研究グループは、食用トウモロコシを用いて、簡単な手法により、均一サイズのナノ粒子を大量に作製することに成功した。	製研究・開発
NECは、SaaSの設定不備によるセキュリティリスクの可視化や対策を支援する「SaaSセキュリティ設定管理プロフェッショナルサービス」を提供開始した。	製品化・サービス化
晶合光電は2011年に設立され、完成車工場と共同で発光ダイオードモジュールの研究開発や設計を行い、デジタル化、インテリジェント化された車載用ライトを生産する。	製品化・サービス化
ソニー株式会社とパナソニック株式会社は、2012年6月25日付で、テレビ/大型ディスプレイ向けの次世代有機ELパネルおよびモジュールを共同で開発する契約を締結しました。	その他
株式会社GOESWELLは、サブスクリプションサービス「GOESWELL PLUS+」を2022年1月5日より提供開始いたします。	製品化・サービス化
自宅でビールを原料から醸造できる新たな家電が登場した。	
東京建物株式会社のグループ会社で、マンション管理運営部門を担う株式会社東京建物アメニティサポートは、マンション大規模修繕工事の周期を12、年から最大18、年に延長できるサービス「Ever Graceful、」、の提供を開始しますのでお知らせいたします。	製品化・サービス化
内田くんは「光の波紋」をテーマにプログラミングで光の色や強弱を変化させ、水の波紋が広がるような「落ち着くLED照明」を制作。	製品化・サービス化
株式会社ジャパンナノコートが開発した可視光熱触媒コート剤:時事ドットコム、密着性能の高い無機バインダー及びシングルナノ粒子の精製技術により、和紙や金属などあらゆる素材へ固着するコーティング剤は、医療現場や伝統工芸など様々な分野で実用化。	製品化・サービス化
KDDIは、オンライン専用料金プラン「povo2.0」で、謎解きで"ギガ"がもらえるキャンペーン「povo謎~Happy Valentines!! povoとチョコっと*謎解き~」を開始した。	製品化・サービス化
「ミニストップ」は、1月7日から、飲むデザート「グルクル」の新フレーバー「飲むチーズケーキ」を販売する。	製品化・サービス化
全国の木材・木製品製造流通会社、約1万6000社が加盟する一般社団法人全国木材組合連合会は3月14日、地域材を利用した住宅や木製家具などの優良事例を支援する「顔の見える木材での快適空間づくり事業」の報告サイトを同日公開した。	製品化・サービス化
ベアラボは、企業向け研修や組織開発、チームビルディング等をはじめとしたゲーミフィケーション研修を提供。	製品化・サービス化
ベーカリーカフェ「パンとエスプレッソと」をはじめ、国内で22店舗を展開する日と々とが、パニーニ専門店「パニーニ一番」を千駄ヶ谷に出店する。	製品化・サービス化
日本郵政は今後、メールの添付ファイルをクラウドに保存し、Boxのセキュリティ機能でスキャンしてから閲覧する仕組みなどを検討する。	その他
パナソニック サイクルテック株式会社は、集合住宅における居住者向けIoT電動アシスト自転車シェアリングサービスの実証実験を実施する。	製研究・開発
米アップルは次世代通信規格「5G」に対応した廉価版のiPhoneと改良版iPadを、3月8日をめどに発表する計画。	製品化・サービス化
パシフィックネットは、IT機器の導入・運用管理・クラウド・セキュリティを「サブスクリプション」モデルで提供し、適正処分に至るまでの包括的な企業の情報システムを支援するITサービスのオンリーワン企業である。	
詳しくはこちら東京海上日動火災保険は企業向けに、地震発生時に安全確保にかかった実費を補償する保険を販売する。	製品化・サービス化
「Play fashion!」をミッションに掲げる株式会社アダストリアで展開するLEPSIMは、人気モデル・五明祐子さんとコラボレーションした、特別な日をさらに輝かせる華やぎのあるブラウス2型を2月4日より全国のLEPSIM店舗と公式WEBストア、.stにて発売いたします。	製品化・サービス化
東北大学と東芝はこのほど、ネオジムボンド磁石と同等の磁力を有するサマリウム鉄系ボンド磁石を、希土類であるサマリウムの含有量を約半分に削減して開発したと発表した。	
株式会社湖池屋は、ホクレン農業協同組合連合会の協力により原料に北海道産米を使用した、濃厚ノンフライ・たんぱく質入りの新しい米スナック「愛をコメて、ガリシュリ」、「愛をコメて、ミートドリア」を2022年1月24日より全国コンビニエンスストア、湖池屋オンラインショップにて発売します。	製品化・サービス化
宮城県大崎市にある千田清掃では、廃食用油から燃料をつくり、自社車両や自家発電に活用し、さらに販売も行う。	その他
横河レンタ・リースは、医療用画像処理ソフトウエアのHoloeyesと連携してマイクロソフトのウエアラブルコンピューター「ホロレンズ2」のレンタルサービスを拡充する。	製品化・サービス化
エムエスアイコンピュータージャパンは2月11日、オフィスソフトが付属したWindows 11搭載ノートPCのエディオン限定モデル「Sword-15-A11UC-1209JP」と「Modern-15-A11MU-877JP」を発売する。	製品化・サービス化
Razerは、Xboxコントローラー用充電ドック「Universal Quick Charging Stand for Xbox」に、限定デザイン仕様として「Xbox 20th Anniversary Edition」「Forza Horizon 5 Limited Edition」の2製品を発表した。	製品化・サービス化
スポーツ・アウトドア用品を販売する株式会社アルペンは、アルペンアウトドアーズ店舗限定のご当地シェラカップを2022年3月11日より、全国のアルペンアウトドアーズで販売します。	製品化・サービス化
中小企業向けグローバル展開支援SaaS事業を行うToPoLo株式会社は、中小企業を対象とした「共感で世界のパートナーがつながるグローバルビジネスマッチングサービス「ToPoLo」」の提供を2月21日に開始しました。	製品化・サービス化
日本パレットプールは2020年秋から、レンタルパレットの位置確認と管理ができるシステム「フクLOW」を順次導入している。	製品化・サービス化
スプリングバレーブルワリーは1月28日、日本産ホップのおいしさを楽しめる限定ビール「JAPAN HOP~ペールエールタイプ~」をスプリングバレーブルワリー京都で数量限定で提供を開始する。	製品化・サービス化
電子書籍取次のメディアドゥは、ファン向けのNFTを発売するプラットフォーム「FanTop」を2021年10月に開始。	製品化・サービス化
楽天モバイルは、国内で販売されている5G対応スマートフォンで最もスリムなオリジナルスマートフォン「Rakuten Hand 5G」を、2月14日から「楽天モバイル」公式サイト、「楽天モバイル公式、楽天市場店」、「楽天モバイルショップ」で発売する。	製品化・サービス化
完全ワイヤレスイヤホン用のケースやミニポーチのほか、<エルメス>ではiPhoneやiPadの「探す」アプリと連動した「AirTag Hermes」が登場するなど、飾る以外にも機能をもつアクセサリーが発売されている。	製品化・サービス化
PVSQ-Mは、太陽光発電所の技術評価・リスク評価や太陽光パネルの性能・信頼性評価などの専門性の高い評価、調査、技術コンサルティング業務を行っている。	製研究・開発
詳しくはこちらNTTドコモは工事不要で利用できる固定電話サービスを3月下旬から提供するNTTドコモは4日、工事不要で利用できる固定電話サービスを3月下旬から始めると発表した。	製品化・サービス化
株式会社エクサは、社員の自律的な行動と成長の支援を強化するため、組織と個人のより良き関係性構築と個人の主体的なキャリア開発を支援する一般社団法人プロティアン・キャリア協会、のプログラム、「プロティアン・キャリアドック」を2022年1月より導入開始しました。	製品化・サービス化
株式会社TOMORROWは、2022年2月1日より、月々330円で利用できるサブスク型電動歯ブラシサービスを開始いたします。	製品化・サービス化
